Crawled Date,List Position on Page,List Name,List Description,GPT Position in List,GPT Name,GPT Description,GPT Author,GPT Logo Image URL
"2024-03-16",8,"Programming","Write code, debug, test, and learn",12,"Screenshot To Code GPT","Upload a screenshot of a website and convert it to clean HTML/Tailwind/JS code.","By godofprompt.ai","https://files.oaiusercontent.com/file-iODprsP2w9ZuzUHKX4AKhPVP?se=2123-12-23T12%3A18%3A57Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DLogo_dark.png&sig=sop%2BvwJEsGv0pjCNaUEqR13FPANThkNoCwo6PEuRUdE%3D"
"2024-03-16",9,"Education","Explore new ideas, revisit existing skills",1,"math","The worlds most powerful math tool.","By pulsr.co.uk","https://files.oaiusercontent.com/file-Yfha57T7F38FgiPyfAoMh5LY?se=2124-02-06T02%3A35%3A58Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dgpt11.png&sig=VGYkuNCr4260k6sWG5qy7gcgMnYNpHMNyAZ6MESt7OI%3D"
"2024-03-16",9,"Education","Explore new ideas, revisit existing skills",2,"Tutor Me","Your personal AI tutor by Khan Academy! I'm Khanmigo Lite - here to help you with math, science, and  humanities questions. I won’t do your work for you, but I will help you learn how to solve them on your own.  Can you tell me the problem or exercise you’d like to solve?","By khanacademy.org","https://files.oaiusercontent.com/file-kM163oDkrVnm7jsidA5WweOP?se=2123-11-18T17%3A08%3A03Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DKA_KhanmigoGPT_1_LearnerActivities.png&sig=zSZKBHM7UsdkEyM2CmiYpkdhVAJZWk0qJQle9lPEhdw%3D"
"2024-03-16",9,"Education","Explore new ideas, revisit existing skills",3,"Universal Primer","The fastest way to learn everything about anything","By Siqi Chen","https://files.oaiusercontent.com/file-thqJUpDWcYAMxgKhiwNYZFj0?se=2123-10-17T10%3A02%3A59Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D1fb91f30-1519-4f62-81f7-e141fa19f099.png&sig=UljckMV40AarnEvasy2Z2yiDGjVV1UFD/e0dtZkyETI%3D"
"2024-03-16",9,"Education","Explore new ideas, revisit existing skills",4,"Math Solver","Your advanced math solver and AI Tutor, offers step-by-step answers, and helps you learn math and even all subjects, at any educational level.","By studyx.ai","https://files.oaiusercontent.com/file-tSZCMmjyqOBMHOnHPUxKQH8t?se=2123-10-21T09%3A02%3A36Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D7e1dfc13-782c-4d41-843f-6908894cf8d7.png&sig=8FWfLPP5oiPa515w7A4jjhjs9qYqy2kgAdjmTWuHCuI%3D"
"2024-03-16",9,"Education","Explore new ideas, revisit existing skills",5,"Voxscript","Quick YouTube, US equity data, and web page summarization with vector transcript search -- no logins needed.","By Allwire Technologies, LLC","https://files.oaiusercontent.com/file-ccghiJe5RWLLuLXhKPl3XugL?se=2123-10-19T06%3A52%3A32Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DVoxScript_logo_256x256.png&sig=gRuPppNbvJt3M3CMsjE8HiXRLm254zQxMCt5RRq%2BN3k%3D"
"2024-03-16",9,"Education","Explore new ideas, revisit existing skills",6,"physics","Physics Oracle, The worlds most powerful Physics tool V2.0","By pulsr.co.uk","https://files.oaiusercontent.com/file-y63yTOkdpenBzpCZ95QJEhTp?se=2124-02-06T18%3A03%3A23Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Deye23.png&sig=ehZ7Q4w%2BJqv7IZth1KKdvYusT3XRG2IQJe/if2G1AgU%3D"
"2024-03-16",9,"Education","Explore new ideas, revisit existing skills",7,"Data Analytics","A how-to guide for data analytics (based on Luke Barousse's 'ChatGPT for Data Analytics' course)","By Luke T Barousse","https://files.oaiusercontent.com/file-He8aE3rg7ee66ASSS0HJFTVQ?se=2123-10-19T23%3A24%3A15Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D47823d3d-4745-4773-a232-5569024ce68b.png&sig=CS2otWO2RpLlVeyvilTv%2BGXj2yBu7fjHIEyLaDxY6yY%3D"
"2024-03-16",9,"Education","Explore new ideas, revisit existing skills",8,"Prompt Professor","I know everything about Prompt Engineering. What do you want to know about prompt?","By community builder","https://files.oaiusercontent.com/file-MsXTgHdeT8NqXvoz3yFp1DsA?se=2123-10-16T03%3A42%3A03Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D76811343-01fe-4316-b18f-12ed04c3af99.png&sig=OOcasgdAq%2BCscJ7raZMCDdYCZb00lsUNcOl%2BnNzEAY8%3D"
"2024-03-16",9,"Education","Explore new ideas, revisit existing skills",9,"Machine Learning","A machine learning, deep learning, and data science assistant for learning, practicing, and developing algorithms.","By Maryam Eskandari","https://files.oaiusercontent.com/file-79w3XiRGkbTiECoVNmkLzcKV?se=2123-10-24T07%3A23%3A14Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Da706c100-ff7e-48d7-8483-35754c66f8cd.png&sig=3aiA9n2Euf1Ri4dVkc2GF3GHBOqDb/oHQ9XHK0OyKys%3D"
"2024-03-16",9,"Education","Explore new ideas, revisit existing skills",10,"Code Tutor","Let's code together! I'm Khanmigo Lite, by Khan Academy. I won't write the code for you, but I'll help you work things out. Can you tell me the challenge you're working on?","By khanacademy.org","https://files.oaiusercontent.com/file-wT9OjtSlKWSliHQlnvDPbLnB?se=2123-11-06T22%3A36%3A37Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dkhanmigolite.png&sig=N18iwfrxqf8q664WbG5zlsN/EONc5asA9ODNrsUv1bs%3D"
"2024-03-16",9,"Education","Explore new ideas, revisit existing skills",11,"Mr. Ranedeer","Meet Mr. Ranedeer, your personalized AI tutor! Version: 2.7 Reboot","By mr-ranedeer.com","https://files.oaiusercontent.com/file-X9LAlo8N3fj2hfnxqm3JJwoc?se=2123-10-16T20%3A42%3A58Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-04%252000.39.52%2520-%2520Digital%2520sticker%2520design%2520of%2520a%2520chibi%2520reindeer%2520in%2520a%2520simplistic%2520style%252C%2520gripping%2520a%2520graphite%2520pencil%2520with%2520a%2520pink%2520eraser.%2520The%2520reindeer%2527s%2520glasses%2520give%2520it%2520a%2520stud.png&sig=G1xWfBMbjTegInXdu4jL%2BuGH038OrwnuG9c18KBnYUQ%3D"
"2024-03-16",9,"Education","Explore new ideas, revisit existing skills",12,"coding","The world's most powerful coding tutor - Tailored for learning.","By pulsr.co.uk","https://files.oaiusercontent.com/file-Xox2lEovUD0b9uAonmSBMkzq?se=2124-02-19T15%3A52%3A17Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dgpt5.png&sig=I0WmcY5D21FbNwd/dNYnt0V4bEeMpgCdsWC20HeDxPI%3D"
"2024-03-16",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",1,"Gauntlet: Movies","Enjoy this Five-strike movie trivia game.","By Josh Brent N. Villocido","https://files.oaiusercontent.com/file-w3rqhLINSmVQy92lM7ikouJn?se=2123-10-25T08%3A53%3A07Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dgauntlet%2520movies.png&sig=tJWD4yozX1vr5bDUqQhEJV2moIOCqlCC62T0L0yyiMU%3D"
"2024-03-16",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",2,"Escape the Haunt","A text-based haunted hotel escape adventure.","By Matthew Schlicht","https://files.oaiusercontent.com/file-2yDuma8uWgcfRI6hObA0IcNL?se=2123-10-15T04%3A00%3A28Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D27d9db5c-ad2d-4d9c-92e2-e3c0e7e1015e.png&sig=%2BLfMc3Au3GE9bGi8uf2qjIOTAojbyVf1SOqiG7bQhvc%3D"
"2024-03-16",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",3,"Astrology Birth Chart GPT","Expert astrologer GPT that needs your birth info to answer queries.","By Dalexa Limited","https://files.oaiusercontent.com/file-OnurXUsvFsbNrxjaOpc5OpzH?se=2123-10-18T00%3A30%3A30Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dauthority-astrology-hero-image.png&sig=iyJ77YH%2BPLJxbVDisqIBji06MIpyvHHx8MRLxrppTZ4%3D"
"2024-03-16",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",4,"Travel Guide","Expert on global travel destinations, trip planning, budget building, and exploring the world! Press T for Travel Menu.","By capchair.com","https://files.oaiusercontent.com/file-uPadZwNiuUm9JGclfBexETJ0?se=2123-12-28T05%3A52%3A00Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D878bdaa1-3bcf-443b-81ff-18c484905c6d.png&sig=UruNoc%2BYtztbAdXCHxqHnmO4peE5pkTipq09aS81ZxI%3D"
"2024-03-16",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",5,"KAYAK - Flights, Hotels & Cars","Your travel planning assistant for flights, hotels, & cars","By kayak.com","https://files.oaiusercontent.com/file-SB3uThCh1QuhmqNoQ4OjHxLd?se=2123-10-16T20%3A27%3A07Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dkayak-mark-1024.png&sig=DI34ROkQUJFbNlh2KS%2BWY6w0DibnYtU%2BOfofYGu/6c4%3D"
"2024-03-16",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",6,"GymStreak Workout Creator","Automatically create home and & gym workouts (Also available as app on the AppStore)","By gymstreak.com","https://files.oaiusercontent.com/file-TlYVmV4WalrrYp2lFIFcBl6P?se=2123-10-16T22%3A51%3A44Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dicon.png&sig=WaRvYHuXYHLsxgKPOSOUMb1L%2BZbE7s5XO/xuKECeFDc%3D"
"2024-03-16",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",7,"‎Don't press this button.","","By pulsr.co.uk","https://files.oaiusercontent.com/file-TuKjtFALfOnpem7iFt1vIvhu?se=2124-02-20T02%3A20%3A20Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DUntitled%2520design%2520%25283%2529.png&sig=Wd1Uaz3xVqs2297%2BO1RDnhhFTyStbG5x4VivOvkpBLU%3D"
"2024-03-16",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",8,"Rizz GPT","Your go-to dating message expert, ready to boost your charm!","By 6hive.ee","https://files.oaiusercontent.com/file-aRE9jnf3GMcAlmCoVxcynTfw?se=2124-01-30T11%3A46%3A23Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D5cae2fbf-d860-4b1f-96be-c7d8920585a4.png&sig=PxFJ9YYxRXtdj055bt%2BwB3EzIe0Gx0hH8rK/d69CRbU%3D"
"2024-03-16",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",9,"DeepGame","Play any story as a character. You decide what to do next. AI generates a new image for each step to enhance immersion.","By Utile Labs","https://files.oaiusercontent.com/file-RFkKDCjUOzZi8m7FDDEDUZyU?se=2123-10-18T08%3A48%3A37Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dvirtual%2520machine.png&sig=CE0AuyWZuFIpZ4w5wG8xarJGPTIpuqCbHOn2EBK3JHw%3D"
"2024-03-16",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",10,"Books","Your AI guide in the world of literature and reading.","By Josh Brent N. Villocido","https://files.oaiusercontent.com/file-xgURwSlsrwE8Q0eGlNednv0c?se=2123-12-31T23%3A41%3A17Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D4c345735-7a64-490e-8b30-547e99179964%2520%25281%2529.png&sig=hymSgepPRjJB4fzT9JEmRpGxJ77bq/56NgPtxnKVBwY%3D"
"2024-03-16",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",11,"Healthy Chef","Recipe creator with visual and nutritional insights.","By daniel garcia acosta","https://files.oaiusercontent.com/file-uaoGajfnKxjuvdiGcM64UgeK?se=2123-10-17T22%3A15%3A08Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-10%252023.14.56%2520-%2520A%2520simple%2520icon%2520featuring%2520a%2520chef%2520hat%2520with%2520a%2520broccoli%2520floret%2520on%2520top%252C%2520using%2520bold%2520colors%2520and%2520clear%2520lines%2520for%2520a%2520clean%2520and%2520minimalist%2520design%252C%2520suitable%2520for%2520a%2520.png&sig=BoRAfP/QT60Nfi8RrK%2B82BfWymia46IochrKwFPprqk%3D"
"2024-03-16",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",12,"Home Style Advisor","Analyzes home photos, suggests decor matching style, and uses DALL-E for visual ideas.","By Eric Rafael Ramos Suárez","https://files.oaiusercontent.com/file-aZWIUu8pgEtJtb1NitZgCE8T?se=2123-10-18T21%3A39%3A31Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D73c35cf7-cdd2-4032-a991-2f39fd9eb9cb.png&sig=nPKWjNnJYJi3xp3P33/IwxUXlV5VqQCyTwVD5K4JKJo%3D"
