Crawled Date,List Position on Page,List Name,List Description,GPT Position in List,GPT Name,GPT Description,GPT Author,GPT Logo Image URL
"2024-03-02",9,"Education","Explore new ideas, revisit existing skills",2,"Universal Primer","The fastest way to learn everything about anything","By Siqi Chen","https://files.oaiusercontent.com/file-thqJUpDWcYAMxgKhiwNYZFj0?se=2123-10-17T10%3A02%3A59Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D1fb91f30-1519-4f62-81f7-e141fa19f099.png&sig=UljckMV40AarnEvasy2Z2yiDGjVV1UFD/e0dtZkyETI%3D"
"2024-03-02",9,"Education","Explore new ideas, revisit existing skills",3,"Math Solver","Your advanced math solver and AI Tutor, offers step-by-step answers, and helps you learn math and even all subjects, at any educational level.","By studyx.ai","https://files.oaiusercontent.com/file-tSZCMmjyqOBMHOnHPUxKQH8t?se=2123-10-21T09%3A02%3A36Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D7e1dfc13-782c-4d41-843f-6908894cf8d7.png&sig=8FWfLPP5oiPa515w7A4jjhjs9qYqy2kgAdjmTWuHCuI%3D"
"2024-03-02",9,"Education","Explore new ideas, revisit existing skills",4,"Video Summarizer","For YouTube video: Generate educational summary from a lengthy video in any language. No extra logins. Free to use summarizer.","By Klym Zhuravlov-Iuzefovych","https://files.oaiusercontent.com/file-j03XK1qFCdQDjwVvA2NZfIlm?se=2123-12-30T21%3A04%3A16Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DVideo%2520Summarizer%2520logo%2520new.png&sig=sT081KZq91h24uibPRNkqLtdRWODjLGJmx6UGpwge7A%3D"
"2024-03-02",9,"Education","Explore new ideas, revisit existing skills",5,"Voxscript","Quick YouTube, US equity data, and web page summarization with vector transcript search -- no logins needed.","By Allwire Technologies, LLC","https://files.oaiusercontent.com/file-ccghiJe5RWLLuLXhKPl3XugL?se=2123-10-19T06%3A52%3A32Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DVoxScript_logo_256x256.png&sig=gRuPppNbvJt3M3CMsjE8HiXRLm254zQxMCt5RRq%2BN3k%3D"
"2024-03-02",9,"Education","Explore new ideas, revisit existing skills",6,"AlphaNotes","Transform YouTube videos or web articles into your personal study guide or study aids, making learning efficient and enjoyable.","By Davide Zambiasi","https://files.oaiusercontent.com/file-0puZS53HRUM93uhJ1w8ZRgf8?se=2123-10-15T15%3A14%3A02Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dalphanotes%2520cyberbrain%2520logo.png&sig=7t0/PntGh0KQRUNNDZQEy49hbx3sPzGgBNP8p9C5RFg%3D"
"2024-03-02",9,"Education","Explore new ideas, revisit existing skills",7,"Language Teacher | Ms. Smith","Supports  20+ languages  - Spanish, German, French, English, Chinese, Korean, Japanese, ... Your private tutor to learn any language in most effective way by having conversation. Increase your vocabulary by talking about fun topics, coach you.  📲 Use voice in mobile for talking","By tevfik.xyz","https://files.oaiusercontent.com/file-p7wjkbf2I2Am2p4jIy9OWKMP?se=2123-12-17T23%3A22%3A26Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DGroup%2520%2520%25285%2529.png&sig=EPMdiVmI4O717n8occd3AP4NPdhenDdypWYYLNcRf4c%3D"
"2024-03-02",9,"Education","Explore new ideas, revisit existing skills",8,"Prompt Professor","I know everything about Prompt Engineering. What do you want to know about prompt?","By community builder","https://files.oaiusercontent.com/file-MsXTgHdeT8NqXvoz3yFp1DsA?se=2123-10-16T03%3A42%3A03Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D76811343-01fe-4316-b18f-12ed04c3af99.png&sig=OOcasgdAq%2BCscJ7raZMCDdYCZb00lsUNcOl%2BnNzEAY8%3D"
"2024-03-02",9,"Education","Explore new ideas, revisit existing skills",9,"📗All-around Teacher (Learn Everything in 3 min)","3 minutes to learn all kinds of knowledge, customized tutors for you, leveraging the powerful gpt4 and knowledge base,","By awesomegpts.vip","https://files.oaiusercontent.com/file-5VGMFA3ti13ve0sNlLmWCW0i?se=2124-01-18T10%3A06%3A15Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202024-02-11%252018.05.33%2520-%2520A%2520portrait%2520showcasing%2520a%2520young%252C%2520beautiful%2520female%2520teacher%2520in%2520a%2520realistic%2520style.%2520She%2520is%2520smiling%2520warmly%252C%2520dressed%2520in%2520professional%2520attire%2520that%2520reflects%2520her%2520.webp&sig=i/pvilBv/Yl5RRZP1aXPT%2B/xA%2B0T3xEizCVlBhvH9G0%3D"
"2024-03-02",9,"Education","Explore new ideas, revisit existing skills",10,"math","The world's most powerful math tutor.","By pulsr.co.uk","https://files.oaiusercontent.com/file-Yfha57T7F38FgiPyfAoMh5LY?se=2124-02-06T02%3A35%3A58Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dgpt11.png&sig=VGYkuNCr4260k6sWG5qy7gcgMnYNpHMNyAZ6MESt7OI%3D"
"2024-03-02",9,"Education","Explore new ideas, revisit existing skills",11,"Mr. Ranedeer","Meet Mr. Ranedeer, your personalized AI tutor! Version: 2.7 Reboot","By mr-ranedeer.com","https://files.oaiusercontent.com/file-X9LAlo8N3fj2hfnxqm3JJwoc?se=2123-10-16T20%3A42%3A58Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-04%252000.39.52%2520-%2520Digital%2520sticker%2520design%2520of%2520a%2520chibi%2520reindeer%2520in%2520a%2520simplistic%2520style%252C%2520gripping%2520a%2520graphite%2520pencil%2520with%2520a%2520pink%2520eraser.%2520The%2520reindeer%2527s%2520glasses%2520give%2520it%2520a%2520stud.png&sig=G1xWfBMbjTegInXdu4jL%2BuGH038OrwnuG9c18KBnYUQ%3D"
"2024-03-02",9,"Education","Explore new ideas, revisit existing skills",12,"チャット GPT 日本語","ChatGPTは日本人向けに最適化されています","By gptonline.ai","No image URL"
"2024-03-02",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",1,"Escape the Haunt","A text-based haunted hotel escape adventure.","By Matthew Schlicht","https://files.oaiusercontent.com/file-2yDuma8uWgcfRI6hObA0IcNL?se=2123-10-15T04%3A00%3A28Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D27d9db5c-ad2d-4d9c-92e2-e3c0e7e1015e.png&sig=%2BLfMc3Au3GE9bGi8uf2qjIOTAojbyVf1SOqiG7bQhvc%3D"
"2024-03-02",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",2,"Tattoo GPT","Tattoo GPT designs your tattoo. It assists you in refining your tattoo ideas, suggests designs, generates visual previews of the designs, and offers customization options. It recommends tattoo artists or studios and provides aftercare advice.","By Michael Moncada","https://files.oaiusercontent.com/file-5gbnQcPkuruwkwHjP2ptHmuT?se=2123-10-17T16%3A34%3A29Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dtattoo%2520gpt.webp&sig=yP9JXK8Sd9nZUp7heSabe4%2BkryFN57%2BEJiDrIet/Vps%3D"
"2024-03-02",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",3,"fashion","Aurra, your AI Fashion Assistant, created by Nova Lorraine","By pulsr.co.uk","https://files.oaiusercontent.com/file-X3szu6DBnxOWFeNH109kDGMS?se=2124-02-02T20%3A13%3A02Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Daurra.png&sig=tvajNlb2UJ3bK3%2BIJhJn9FVm%2ByZhN20ixW1no1iFz80%3D"
"2024-03-02",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",4,"Mia AI, your Voice AI Companion","Say 'Hi' 👋  Let’s talk about your life, feelings, and day-to-day. I'm your guide and friend.","By heymia.ai","https://files.oaiusercontent.com/file-gNWlUTWznfwbwDsCGd2ko8qe?se=2123-12-09T00%3A54%3A23Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DExtension%2520Icon.png&sig=E3SXuczawydbzMDfCGRzOeQ7TY5nkH2Oz1VxX6N2UPQ%3D"
"2024-03-02",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",5,"GymStreak Workout Creator","Automatically create home and & gym workouts (Also available as app on the AppStore)","By gymstreak.com","https://files.oaiusercontent.com/file-TlYVmV4WalrrYp2lFIFcBl6P?se=2123-10-16T22%3A51%3A44Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dicon.png&sig=WaRvYHuXYHLsxgKPOSOUMb1L%2BZbE7s5XO/xuKECeFDc%3D"
"2024-03-02",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",6,"Travel Guide","Expert on global travel destinations, trip planning, budget building, and exploring the world! Press T for Travel Menu.","By capchair.com","https://files.oaiusercontent.com/file-uPadZwNiuUm9JGclfBexETJ0?se=2123-12-28T05%3A52%3A00Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D878bdaa1-3bcf-443b-81ff-18c484905c6d.png&sig=UruNoc%2BYtztbAdXCHxqHnmO4peE5pkTipq09aS81ZxI%3D"
"2024-03-02",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",7,"Rizz GPT","Your go-to dating message expert, ready to boost your charm!","By 6hive.ee","https://files.oaiusercontent.com/file-aRE9jnf3GMcAlmCoVxcynTfw?se=2124-01-30T11%3A46%3A23Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D5cae2fbf-d860-4b1f-96be-c7d8920585a4.png&sig=PxFJ9YYxRXtdj055bt%2BwB3EzIe0Gx0hH8rK/d69CRbU%3D"
"2024-03-02",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",8,"Healthy Chef","Recipe creator with visual and nutritional insights.","By daniel garcia acosta","https://files.oaiusercontent.com/file-uaoGajfnKxjuvdiGcM64UgeK?se=2123-10-17T22%3A15%3A08Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-10%252023.14.56%2520-%2520A%2520simple%2520icon%2520featuring%2520a%2520chef%2520hat%2520with%2520a%2520broccoli%2520floret%2520on%2520top%252C%2520using%2520bold%2520colors%2520and%2520clear%2520lines%2520for%2520a%2520clean%2520and%2520minimalist%2520design%252C%2520suitable%2520for%2520a%2520.png&sig=BoRAfP/QT60Nfi8RrK%2B82BfWymia46IochrKwFPprqk%3D"
"2024-03-02",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",9,"Home Style Advisor","Analyzes home photos, suggests decor matching style, and uses DALL-E for visual ideas.","By Eric Rafael Ramos Suárez","https://files.oaiusercontent.com/file-aZWIUu8pgEtJtb1NitZgCE8T?se=2123-10-18T21%3A39%3A31Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D73c35cf7-cdd2-4032-a991-2f39fd9eb9cb.png&sig=nPKWjNnJYJi3xp3P33/IwxUXlV5VqQCyTwVD5K4JKJo%3D"
"2024-03-02",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",10,"GolfGPT","Your expert caddy for hole-specific golf strategies.","By justben.fyi","https://files.oaiusercontent.com/file-TJTGcsk9mllftk9KL18euI7s?se=2123-10-26T22%3A22%3A27Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D91aab858-aa24-4ac6-ad05-3931ec575119.png&sig=y6K6d3u3zm4eyQYICqUgewva9sNv%2BBWrHNdo7U2lBv4%3D"
"2024-03-02",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",11,"Tax AI - Save Tax Faster","Save, Earn, Learn with Taxabl. Ask anything tax in just a few words.","By taxabl.co","https://files.oaiusercontent.com/file-mJ5v7RMi9R6thTeDwZJlGrI8?se=2123-12-22T14%3A46%3A13Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DUntitled.png&sig=XdKodmCtJSJl7krioraspAQ7mVphfzFKpER4qwcJssU%3D"
"2024-03-02",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",12,"AI算命","传统与科技融合、趣味与理性结合的​命理推测工具，准确到可怕。","By yiming","https://files.oaiusercontent.com/file-a9UNZBiuJ8B2csrFnmRqEDI4?se=2123-10-18T03%3A25%3A54Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-11%252011.24.59%2520-%2520A%2520sophisticated%2520logo%2520design%2520combining%2520elements%2520of%2520Chinese%2520metaphysics%252C%2520divination%252C%2520I%2520Ching%252C%2520and%2520Feng%2520Shui.%2520The%2520design%2520should%2520feature%2520a%2520yin-yang%2520symbol.png&sig=JHNYYvUEzBePVce7TfiMwsxw2GDsME8m6BWB%2B7JkG0c%3D"
